CustomerID,Age,Total_Spent,Last_Login_Days_Ago,Support_Tickets,Region,Subscription_Type,Churn
CUST_0191,59,1335.86,78,1.0,,Basic,No
CUST_0192,62,486.52,35,0.0,East,Premium,No
CUST_0193,74,4907.81,44,4.0,West,Basic,No
CUST_0194,70,3819.05,66,0.0,West,Premium,No
CUST_0195,23,3604.4,63,1.0,North,Basic,No
CUST_0196,45,3022.0,16,0.0,North,Basic,No
CUST_0197,45,227.02,51,0.0,East,None,Yes
CUST_0198,61,2768.5,48,1.0,East,Basic,No
CUST_0199,61,2112.45,38,0.0,North,None,Yes
CUST_0200,37,235.92,21,0.0,East,Basic,No
CUST_0201,47,884.56,38,0.0,East,Basic,No
CUST_0202,28,1446.34,108,0.0,North,None,Yes
CUST_0203,72,5792.49,18,4.0,West,Basic,No
CUST_0204,45,2263.63,78,1.0,North,None,Yes
CUST_0205,42,461.94,5,0.0,East,Basic,No
CUST_0206,56,5975.29,1,0.0,East,Basic,No
CUST_0207,50,1145.71,161,2.0,South,Premium,No
CUST_0208,18,849.08,51,0.0,East,Basic,No
CUST_0209,74,790.67,52,0.0,East,Basic,No
CUST_0210,44,216.25,53,0.0,West,Premium,No
CUST_0211,74,982.63,86,2.0,South,Basic,No
CUST_0212,69,1803.5,46,0.0,East,Basic,No
CUST_0213,30,745.92,62,0.0,East,None,No
CUST_0214,58,1669.79,1,0.0,East,None,No
CUST_0215,20,462.02,69,0.0,West,Basic,Yes
CUST_0216,56,952.48,20,1.0,North,Premium,No
CUST_0217,23,1504.99,56,0.0,South,Premium,No
CUST_0218,25,1325.65,1,0.0,East,Premium,No
CUST_0219,44,220.2,55,0.0,North,Basic,No
CUST_0220,26,706.97,1,0.0,West,None,No
CUST_0221,54,5869.14,18,2.0,East,Basic,Yes
CUST_0222,50,670.19,1,2.0,East,Premium,No
CUST_0223,68,1114.11,55,0.0,West,None,No
CUST_0224,59,1005.5,32,0.0,East,Premium,No
CUST_0225,61,5261.86,1,0.0,East,None,No
CUST_0226,41,3985.3,87,1.0,North,Basic,No
CUST_0227,32,2459.05,1,1.0,South,Basic,No
CUST_0228,71,414.37,1,0.0,North,None,No
CUST_0229,49,1570.55,50,1.0,East,Basic,No
CUST_0230,49,1935.15,1,1.0,East,Premium,No
CUST_0231,41,545.33,1,3.0,South,Basic,No
CUST_0232,58,459.2,9,0.0,East,Premium,No
CUST_0233,69,6033.09,1,0.0,North,Premium,No
CUST_0234,66,811.75,10,0.0,West,Basic,No
CUST_0235,66,5513.62,1,2.0,North,Basic,No
CUST_0236,69,2972.31,36,1.0,West,Premium,No
CUST_0237,29,1648.92,1,1.0,East,Basic,No
CUST_0238,56,1724.22,31,0.0,East,Premium,No
CUST_0239,19,270.31,76,0.0,South,Premium,No
CUST_0240,20,1348.54,61,0.0,West,Basic,No
CUST_0241,66,4523.41,26,1.0,South,Premium,No
CUST_0242,54,2167.52,1,0.0,East,Basic,No
CUST_0243,66,1279.64,36,0.0,West,Basic,No
CUST_0244,73,6075.0,2,1.0,West,Basic,No
CUST_0245,34,911.38,38,0.0,East,Premium,No
CUST_0246,66,590.19,1,0.0,West,None,No
CUST_0247,19,1279.0,62,0.0,East,Basic,No
CUST_0248,19,2360.12,31,2.0,North,Basic,No
CUST_0249,45,196.8,118,1.0,South,Basic,No
CUST_0250,71,1458.07,82,3.0,South,Premium,No
CUST_0251,40,2465.98,52,0.0,South,Basic,No
CUST_0252,54,837.45,25,3.0,East,Premium,No
CUST_0253,49,3317.49,1,2.0,East,Basic,No
CUST_0254,50,2082.21,67,1.0,North,None,No
CUST_0255,18,9333.67,20,3.0,West,Premium,No
CUST_0256,36,517.7,76,0.0,South,None,No
CUST_0257,19,2516.72,46,0.0,West,Basic,No
CUST_0258,70,396.5,46,0.0,West,Premium,No
CUST_0259,61,218.03,53,1.0,West,Premium,No
CUST_0260,43,143.23,1,1.0,West,Premium,No
CUST_0261,49,1878.68,1,1.0,North,Basic,No
CUST_0262,23,1318.5,1,0.0,East,None,No
CUST_0263,49,679.22,71,0.0,North,Basic,No
CUST_0264,72,186.14,1,0.0,South,Basic,No
CUST_0265,21,549.83,1,1.0,East,Basic,Yes
CUST_0266,72,1101.13,51,0.0,North,Premium,No
CUST_0267,28,2423.99,19,3.0,West,Premium,Yes
CUST_0268,73,1078.65,14,0.0,West,Basic,No
CUST_0269,34,1411.01,11,0.0,South,Basic,No
CUST_0270,55,752.85,1,2.0,East,Premium,No
CUST_0271,41,6305.79,1,0.0,East,Basic,No
CUST_0272,22,396.13,77,0.0,West,None,No
CUST_0273,69,544.99,8,0.0,East,None,No
CUST_0274,51,670.24,1,0.0,South,Basic,No
CUST_0275,23,1886.93,1,4.0,South,Basic,No
CUST_0276,39,388.05,44,1.0,South,None,Yes
CUST_0277,28,1256.04,43,0.0,West,Basic,Yes
CUST_0278,65,1293.25,18,1.0,North,Basic,Yes
CUST_0279,33,547.65,2,0.0,North,Basic,No
CUST_0280,50,1525.35,1,1.0,West,Basic,No
CUST_0281,26,400.29,44,3.0,West,None,No
CUST_0282,23,358.86,63,2.0,West,Premium,No
CUST_0283,33,1211.49,81,0.0,East,None,Yes
CUST_0284,46,208.56,1,0.0,East,Basic,No
CUST_0285,20,128.41,84,0.0,East,Basic,No
CUST_0286,37,1868.39,27,1.0,North,None,No
CUST_0287,53,3130.57,31,0.0,East,None,No
CUST_0288,36,687.59,65,0.0,North,Premium,No
CUST_0289,43,562.24,8,3.0,South,Basic,No
CUST_0290,20,2997.5,1,0.0,West,Premium,No
CUST_0291,36,348.79,58,0.0,South,Basic,No
CUST_0292,37,280.52,43,0.0,West,Premium,No
CUST_0293,49,2225.28,15,0.0,South,Premium,No
CUST_0294,24,1106.59,54,0.0,South,Premium,No
CUST_0295,69,3180.76,63,0.0,East,Premium,No
CUST_0296,58,128.99,1,0.0,East,Premium,No
CUST_0297,50,,30,0.0,East,Basic,No
CUST_0298,57,1112.46,1,1.0,West,Basic,No
CUST_0299,56,1665.16,25,0.0,North,Premium,No
CUST_0300,35,2558.04,15,1.0,West,Basic,No
CUST_0301,57,1306.12,49,0.0,North,Basic,No
CUST_0302,18,1292.92,1,0.0,West,Basic,No
CUST_0303,28,742.93,13,3.0,South,Basic,No
CUST_0304,45,5382.48,1,0.0,West,None,No
CUST_0305,74,363.94,52,0.0,East,Basic,No
CUST_0306,42,1570.3,26,2.0,North,Premium,No
CUST_0307,67,408.38,33,1.0,West,Premium,No
CUST_0308,40,1872.03,1,0.0,North,Basic,No
CUST_0309,48,388.77,45,0.0,North,None,No
CUST_0310,47,2307.26,96,1.0,West,Basic,No
CUST_0311,59,1226.73,22,2.0,North,None,Yes
CUST_0312,52,6276.95,56,0.0,North,Basic,No
CUST_0313,24,827.97,1,0.0,East,Basic,No
CUST_0314,33,1677.34,26,0.0,West,Basic,No
CUST_0315,43,502.88,1,0.0,North,Basic,No
CUST_0316,65,822.3,61,0.0,East,None,No
CUST_0317,74,1218.96,36,0.0,East,Basic,No
CUST_0318,69,238.12,1,0.0,West,Premium,No
CUST_0319,66,265.7,1,0.0,West,Basic,No
CUST_0320,19,1997.91,32,3.0,East,None,Yes
CUST_0321,18,947.58,66,0.0,East,Premium,No
CUST_0322,65,606.12,89,0.0,South,Basic,No
CUST_0323,29,524.8,24,0.0,North,Basic,No
CUST_0324,22,545.4,1,3.0,East,Premium,No
CUST_0325,54,1227.27,39,1.0,West,Basic,No
CUST_0326,49,1711.35,101,1.0,East,Basic,No
CUST_0327,72,135.35,1,0.0,North,Premium,No
CUST_0328,26,4504.51,1,2.0,East,None,No
CUST_0329,58,4195.22,54,0.0,East,None,Yes
CUST_0330,52,106.63,36,0.0,East,Premium,No
CUST_0331,36,,8,1.0,East,Premium,No
CUST_0332,65,3150.19,38,2.0,East,None,No
CUST_0333,33,1097.12,69,1.0,North,Premium,No
CUST_0334,20,299.71,26,2.0,West,Basic,No
CUST_0335,37,3026.7,22,3.0,East,None,No
CUST_0336,41,861.58,53,0.0,North,Basic,No
CUST_0337,71,1898.61,19,0.0,South,Basic,No
CUST_0338,73,10089.0,75,0.0,West,Premium,No
CUST_0339,50,1410.69,111,2.0,West,Basic,No
CUST_0340,41,438.39,1,0.0,South,Basic,No
CUST_0341,69,783.89,1,2.0,North,Basic,No
CUST_0342,28,497.98,44,0.0,North,Premium,No
CUST_0343,66,1691.7,1,0.0,South,None,No
CUST_0344,25,489.77,1,0.0,East,Basic,No
CUST_0345,53,683.45,1,0.0,East,Basic,No
CUST_0346,55,303.56,14,2.0,East,Basic,No
CUST_0347,57,960.94,28,0.0,East,Premium,Yes
CUST_0348,37,1308.65,9,0.0,North,Premium,No
CUST_0349,52,74.83,85,0.0,North,Basic,No
CUST_0350,65,1421.65,82,0.0,South,Basic,Yes
CUST_0351,42,1047.64,107,0.0,North,Premium,No
CUST_0352,52,510.3,31,0.0,North,Premium,No
CUST_0353,42,8338.42,77,2.0,East,Basic,No
CUST_0354,46,2859.71,42,0.0,West,Basic,No
CUST_0355,35,366.35,38,0.0,East,Basic,No
CUST_0356,63,2535.73,11,1.0,West,None,No
CUST_0357,35,3806.62,1,0.0,East,None,No
CUST_0358,19,1251.4,55,0.0,East,Premium,No
CUST_0359,71,1574.1,76,0.0,South,None,No
CUST_0360,52,1538.17,1,0.0,West,Premium,No
CUST_0361,33,136.21,29,1.0,North,None,Yes
CUST_0362,58,909.71,69,0.0,North,Basic,No
CUST_0363,53,863.58,15,1.0,South,Basic,Yes
CUST_0364,50,4583.21,77,3.0,West,Premium,No
CUST_0365,21,1531.08,24,0.0,West,Premium,No
CUST_0366,50,814.35,8,0.0,East,Basic,No
CUST_0367,31,1002.12,80,0.0,East,Basic,No
CUST_0368,38,3051.49,1,0.0,East,Basic,No
CUST_0369,65,911.8,1,2.0,West,Basic,No
CUST_0370,37,545.56,1,1.0,East,Basic,No
CUST_0371,73,832.39,1,0.0,West,Premium,No
CUST_0372,25,2809.32,36,0.0,South,None,No
CUST_0373,24,1801.12,9,0.0,South,Premium,No
CUST_0374,20,1146.27,49,1.0,West,None,No
CUST_0375,34,1328.15,1,1.0,North,None,No
CUST_0376,50,626.57,1,1.0,West,Basic,No
CUST_0377,65,903.3,32,0.0,East,Basic,Yes
CUST_0378,29,564.93,88,1.0,West,Basic,No
CUST_0379,68,816.66,45,0.0,South,None,No
CUST_0380,39,4214.04,6,0.0,East,Basic,No
CUST_0381,72,373.21,1,0.0,East,Premium,No
CUST_0382,39,550.75,4,0.0,East,Basic,No
CUST_0383,63,312.84,28,1.0,East,None,Yes
CUST_0384,47,251.91,1,2.0,West,Basic,No
CUST_0385,55,909.8,1,0.0,East,None,No
CUST_0386,55,591.34,1,3.0,South,Basic,No
CUST_0387,62,6384.89,19,0.0,West,Basic,No
CUST_0388,68,826.46,27,1.0,South,Premium,No
CUST_0389,71,3981.43,5,2.0,South,None,No
CUST_0390,25,2887.1,50,0.0,North,Premium,No
CUST_0391,44,889.84,34,2.0,West,None,No
CUST_0392,44,9046.52,15,0.0,South,Premium,No
CUST_0393,51,1434.45,55,0.0,South,Premium,No
CUST_0394,38,4979.12,52,1.0,West,Basic,No
CUST_0395,47,4431.96,1,2.0,West,Basic,No
CUST_0396,50,1660.12,28,2.0,North,Basic,No
CUST_0397,45,2324.2,65,1.0,East,None,Yes
CUST_0398,64,2046.88,72,0.0,West,None,Yes
CUST_0399,50,349.23,44,0.0,North,Premium,No
CUST_0400,22,1161.29,20,4.0,West,Basic,No
CUST_0401,65,3210.71,46,0.0,East,Basic,No
CUST_0402,36,5045.17,62,1.0,East,None,No
CUST_0403,21,533.45,34,0.0,East,Basic,No
CUST_0404,52,1860.93,39,1.0,East,None,Yes
CUST_0405,66,1275.22,20,0.0,North,Basic,No
CUST_0406,34,974.7,1,4.0,East,Basic,No
CUST_0407,61,1565.57,23,1.0,North,None,No
CUST_0408,45,1363.76,2,3.0,East,Basic,No
CUST_0409,47,1884.48,3,0.0,North,Basic,No
CUST_0410,46,4636.51,87,1.0,West,None,No
CUST_0411,63,2402.17,68,1.0,South,Premium,No
CUST_0412,70,1496.06,1,1.0,East,Premium,No
CUST_0413,23,7077.14,1,3.0,South,Premium,No
CUST_0414,52,3327.34,15,0.0,East,Basic,No
CUST_0415,58,999.85,4,0.0,East,Basic,Yes
CUST_0416,54,324.69,42,0.0,East,Basic,No
CUST_0417,41,408.37,1,0.0,North,Basic,No
CUST_0418,46,2788.43,68,4.0,North,Basic,No
CUST_0419,66,583.88,28,0.0,East,Premium,No
CUST_0420,63,400.19,16,0.0,West,Basic,No
CUST_0421,70,513.84,29,0.0,North,Premium,No
CUST_0422,48,551.49,13,0.0,North,Basic,No
CUST_0423,52,2567.4,1,0.0,North,Basic,No
CUST_0424,50,937.54,30,0.0,East,Basic,No
CUST_0425,69,278.0,17,0.0,South,None,Yes
CUST_0426,38,1131.21,1,0.0,West,Basic,Yes
CUST_0427,49,1369.59,73,4.0,North,Premium,No
CUST_0428,40,679.03,56,0.0,North,Premium,No
CUST_0429,50,3483.82,127,0.0,South,Basic,No
CUST_0430,20,719.86,63,4.0,East,Premium,No
CUST_0431,35,3322.05,4,1.0,East,None,No
CUST_0432,42,1991.78,1,4.0,North,Premium,No
CUST_0433,59,2770.01,10,4.0,West,Basic,No
CUST_0434,48,365.57,3,0.0,South,Premium,Yes
CUST_0435,71,1209.92,34,1.0,East,Premium,No
CUST_0436,20,1040.2,1,0.0,East,Basic,No
CUST_0437,57,264.54,55,0.0,North,Basic,No
CUST_0438,63,3311.18,33,2.0,West,Basic,No
CUST_0439,41,484.25,51,0.0,West,Basic,No
CUST_0440,67,596.11,1,1.0,South,Basic,No
CUST_0441,49,398.09,39,1.0,East,Basic,No
CUST_0442,64,2210.97,81,0.0,South,Basic,No
CUST_0443,39,238.43,1,,East,None,No
CUST_0444,40,2034.23,1,0.0,South,Premium,No
CUST_0445,19,3116.65,58,0.0,West,None,No
CUST_0446,44,1876.53,1,2.0,North,Premium,No
CUST_0447,59,2236.41,20,0.0,North,Basic,No
CUST_0448,19,2343.84,89,1.0,South,Basic,No
CUST_0449,43,424.36,1,0.0,North,None,No
CUST_0450,34,4604.25,91,0.0,East,Basic,No
CUST_0451,57,692.23,16,2.0,North,Basic,No
CUST_0452,50,1026.19,1,1.0,East,Basic,No
CUST_0453,26,786.32,54,0.0,North,Basic,No
CUST_0454,60,1792.81,34,0.0,East,Basic,No
CUST_0455,71,640.32,30,2.0,East,Basic,No
CUST_0456,65,1172.53,1,0.0,West,Basic,No
CUST_0457,56,318.83,34,2.0,West,Premium,No
CUST_0458,46,3514.54,1,0.0,West,Basic,No
CUST_0459,59,2144.67,38,1.0,East,Premium,No
CUST_0460,72,818.72,81,3.0,South,Premium,No
CUST_0461,43,,1,0.0,East,Premium,No
CUST_0462,52,2089.39,13,1.0,West,Basic,No
CUST_0463,67,540.61,1,1.0,North,Premium,No
CUST_0464,42,1243.1,1,1.0,East,Basic,No
CUST_0465,41,3503.08,1,0.0,North,Basic,No
CUST_0466,30,,1,1.0,East,Premium,No
CUST_0467,24,1585.41,20,1.0,East,Basic,No
CUST_0468,74,1503.76,75,2.0,East,Basic,No
CUST_0469,53,994.92,1,1.0,East,Basic,No
CUST_0470,62,662.63,41,0.0,West,Basic,No
CUST_0471,37,3695.23,38,4.0,East,Basic,No
CUST_0472,18,603.31,96,0.0,West,None,Yes
CUST_0473,25,179.1,52,0.0,South,Basic,No
CUST_0474,63,2080.85,55,0.0,South,Basic,No
CUST_0475,33,329.87,57,0.0,East,Premium,No
CUST_0476,31,2190.49,1,0.0,South,Premium,No
CUST_0477,29,4166.8,7,0.0,South,None,No
CUST_0478,68,2058.54,74,0.0,East,None,No
CUST_0479,40,3201.62,1,1.0,East,Premium,No
CUST_0480,32,8267.18,2,0.0,East,None,Yes
CUST_0481,45,2883.5,1,0.0,South,Basic,No
CUST_0482,51,1526.26,39,0.0,South,Premium,No
CUST_0483,19,5619.22,13,0.0,East,None,No
CUST_0484,49,6340.9,55,0.0,North,Premium,No
CUST_0485,40,6430.27,25,1.0,South,None,No
CUST_0486,39,670.39,1,4.0,North,Basic,No
CUST_0487,68,283.15,1,2.0,North,Basic,No
CUST_0488,42,630.69,29,2.0,North,None,No
CUST_0489,39,2216.4,1,0.0,North,Basic,No
CUST_0490,39,1285.83,8,0.0,North,Premium,No
CUST_0491,66,892.05,67,0.0,East,Basic,No
CUST_0492,69,1920.77,60,1.0,North,Premium,No
CUST_0493,59,251.94,101,0.0,South,None,No
CUST_0494,23,1262.9,17,1.0,West,Basic,No
CUST_0495,32,3355.84,4,0.0,East,Basic,No
CUST_0496,71,1899.44,46,0.0,South,Basic,No
CUST_0497,60,2190.34,7,4.0,West,None,No
CUST_0498,54,5417.41,8,1.0,South,Premium,No
CUST_0499,50,1026.45,21,2.0,North,Basic,No
CUST_0500,25,570.73,96,1.0,West,Basic,No
CUST_0501,70,3602.97,58,2.0,West,None,No
CUST_0502,61,3537.31,62,1.0,East,None,No
CUST_0503,61,1916.57,94,3.0,East,Basic,No
CUST_0504,22,934.14,66,0.0,East,Basic,No
CUST_0505,56,1098.15,1,1.0,North,Premium,No
CUST_0506,21,305.89,65,1.0,North,Premium,No
CUST_0507,23,3337.4,70,0.0,East,None,Yes
CUST_0508,62,3221.66,56,2.0,West,Basic,No
